tag_id	tag_name	category	rule	confidence	review_recommended
1024	broken_boogie_bass	other	fallback:other	0.5	1
1025	chorusless_pop_experiment	other	fallback:other	0.5	1
1026	claustrophobia_reversal	other	fallback:other	0.5	1
1027	claustrophobic_spatial_sound	other	fallback:other	0.5	1
1028	clockwork_riff_machine	other	fallback:other	0.5	1
1029	consistent_gothic_tension	other	fallback:other	0.5	1
1030	consumerist_relationship_critique	other	fallback:other	0.5	1
1031	controlled_subdued_post_punk	style	label_contains:music_style_keyword	0.6	1
1032	dark_comic_art_rock	style	label_contains:music_style_keyword	0.6	1
1033	dark_hypnotic_post_punk	style	label_contains:music_style_keyword	0.6	1
1034	dark_minimal_post_punk	style	label_contains:music_style_keyword	0.6	1
1035	deconstructionist_rock_attack	style	label_contains:music_style_keyword	0.6	1
1036	discordant_carnival_reflection	other	fallback:other	0.5	1
1037	disillusion_rejection_theme	other	fallback:other	0.5	1
1038	dissonant_attack_compression	other	fallback:other	0.5	1
1039	dissonant_carnival_organ_chaos	other	fallback:other	0.5	1
1040	distorted_soul_record_intent	other	fallback:other	0.5	1
1041	driving_rhythm_discordance	other	fallback:other	0.5	1
1042	drunken_polka_rhythm	other	fallback:other	0.5	1
1043	early_post_punk_landmark	style	label_contains:music_style_keyword	0.6	1
1044	factory_discipline_psychology	other	fallback:other	0.5	1
1045	feedback_wall_entry	other	fallback:other	0.5	1
1046	focused_anti_authoritarian_anger	other	fallback:other	0.5	1
1047	forbidding_cathartic_intensity	other	fallback:other	0.5	1
1048	fragmented_pop_angular_funk	other	fallback:other	0.5	1
1049	fragmented_short_form_punk	style	label_contains:music_style_keyword	0.6	1
1050	glam_soul_funk_hybrid	other	fallback:other	0.5	1
1051	harmony_laden_power_pop_countercurrent	other	fallback:other	0.5	1
1052	harsh_glossolalia	other	fallback:other	0.5	1
1053	haunting_synth_soundscape	other	fallback:other	0.5	1
1054	hellish_soundscape_pop_collision	other	fallback:other	0.5	1
1055	hypnotic_physical_rhythm_section	other	fallback:other	0.5	1
1056	industrial_scumscape	other	fallback:other	0.5	1
1057	industrial_strength_stomp	other	fallback:other	0.5	1
1058	influence_genre__disco__studio_processing	other	legacy_relation_text	0.5	1
1059	influence_genre__dub__studio_processing	other	legacy_relation_text	0.5	1
1060	influence_genre__funk__rhythmic_debt	other	legacy_relation_text	0.5	1
1061	influence_genre__krautrock__structural_expansion	style	label_contains:music_style_keyword	0.6	1
1062	influence_genre__reggae__rhythm_and_bass	other	legacy_relation_text	0.5	1
1063	influence_person__Q312264__odd_meter_dissonant_vocal_approach	other	legacy_relation_text	0.5	1
1064	influence_person__Q569003__ambient_experimentation	style	label_contains:music_style_keyword	0.6	1
1065	influenced_genre__industrial_music__percussive_production	other	legacy_relation_text	0.5	1
1066	influenced_genre__post_rock__sludge_subliminal_menace	style	label_contains:music_style_keyword	0.6	1
1067	influenced_genre__post_rock__tension_release_structure	style	label_contains:music_style_keyword	0.6	1
1068	influenced_genre__techno__percussive_production	other	legacy_relation_text	0.5	1
1069	inside_out_dub_bass	other	fallback:other	0.5	1
1070	krautrock_leaning_funk	style	label_contains:music_style_keyword	0.6	1
1071	literary_intelligence_in_rock	style	label_contains:music_style_keyword	0.6	1
1072	long_form_progressive_structure	other	fallback:other	0.5	1
1073	low_brow_post_punk	style	label_contains:music_style_keyword	0.6	1
1074	manufactured_happiness_horror_juxtaposition	genre	label_contains:genre_keyword	0.6	1
1075	maximal_energy_minimal_sound	other	fallback:other	0.5	1
1076	minimalist_punk_fragments	style	label_contains:music_style_keyword	0.6	1
1077	nervous_tension_aesthetic	other	fallback:other	0.5	1
1078	northern_working_class_worldview	other	fallback:other	0.5	1
1079	novel_studio_palette	other	fallback:other	0.5	1
1080	odd_meter_dissonant_phase	other	fallback:other	0.5	1
1081	out_of_sync_guitar_density	other	fallback:other	0.5	1
1082	pioneering_post_punk_debut	style	label_contains:music_style_keyword	0.6	1
1083	politically_aware_danceable_post_punk	style	label_contains:music_style_keyword	0.6	1
1084	pop_art_political_design	other	fallback:other	0.5	1
1085	post_punk_afterlife_statement	style	label_contains:music_style_keyword	0.6	1
1086	processed_bass_anti_melody	other	fallback:other	0.5	1
1087	prominent_bass_open_mix	other	fallback:other	0.5	1
1088	punk_futurism_literary_synthesis	style	label_contains:music_style_keyword	0.6	1
1089	punk_post_punk_liminality	style	label_contains:music_style_keyword	0.6	1
1090	religious_terror_critique	other	fallback:other	0.5	1
1091	rock_form_reinvention	style	label_contains:music_style_keyword	0.6	1
1092	rock_n_roll_entropy	style	label_contains:music_style_keyword	0.6	1
1093	scabrous_meta_punk	style	label_contains:music_style_keyword	0.6	1
1094	self_challenging_transition	other	fallback:other	0.5	1
1095	sexuality_and_bodily_fear	other	fallback:other	0.5	1
1096	slowed_dark_atmosphere	other	fallback:other	0.5	1
1097	sonic_reinvention	other	fallback:other	0.5	1
1098	spatial_post_punk	style	label_contains:music_style_keyword	0.6	1
1099	stream_of_consciousness_bark	other	fallback:other	0.5	1
1100	surreal_black_comedy	genre	label_contains:genre_keyword	0.6	1
1101	synth_forward_departure	other	fallback:other	0.5	1
1102	systemic_social_critique	other	fallback:other	0.5	1
1103	threatening_guitar_songcraft	other	fallback:other	0.5	1
1104	thunderous_distorted_drum_architecture	other	fallback:other	0.5	1
1105	tom_heavy_machine_drumming	other	fallback:other	0.5	1
1106	two_chord_repetition	other	fallback:other	0.5	1
1107	uncompromising_sonic_identity	theme	label_contains:theme_keyword	0.55	1
1108	unrelenting_subterranean_intensity	other	fallback:other	0.5	1
1109	urban_malaise	setting	label_contains:setting_keyword	0.55	1
1110	urgency_and_decay	other	fallback:other	0.5	1
1111	warmth_refusal_aesthetic	other	fallback:other	0.5	1
1112	wintry_synth_atmosphere	other	fallback:other	0.5	1
1113	working_class_street_intellectualism	other	fallback:other	0.5	1
1114	abandoned_church_siege	other	fallback:other	0.5	1
1115	advertising_as_mind_control	other	fallback:other	0.5	1
1116	affluent_modernity_infection	other	fallback:other	0.5	1
1117	alienated_youth_psychosexuality	other	fallback:other	0.5	1
1118	ambiguous_supernatural_identity	theme	label_contains:theme_keyword	0.55	1
1119	american_frontier_nightmare	other	fallback:other	0.5	1
1120	anti_capitalist_science_fiction_satire	other	fallback:other	0.5	1
1121	anti_glamorized_violence	other	fallback:other	0.5	1
1122	apartment_complex_biological_microcosm	other	fallback:other	0.5	1
1123	apocalyptic_metaphysics	other	fallback:other	0.5	1
1124	assimilation_as_identity_erasure	theme	label_contains:theme_keyword	0.55	1
1125	authored_reality_collapse	other	fallback:other	0.5	1
1126	authoritarian_survival_breakdown	other	fallback:other	0.5	1
1127	autoerotic_technology_fetish	other	fallback:other	0.5	1
1128	bleak_desolate_los_angeles	other	fallback:other	0.5	1
1129	blockbuster_effects_family_horror	genre	label_contains:genre_keyword	0.6	1
1130	bodily_limit_exploration	other	fallback:other	0.5	1
1131	capitalist_butchery_logic	other	fallback:other	0.5	1
1132	car_crash_ritual	other	fallback:other	0.5	1
1133	ceaseless_tracking_dolly	other	fallback:other	0.5	1
1134	chaotic_information_breakdown	other	fallback:other	0.5	1
1135	civilization_savagery_mirror	other	fallback:other	0.5	1
1136	civilization_terminal_stage	other	fallback:other	0.5	1
1137	class_power_hidden_in_plain_sight	other	fallback:other	0.5	1
1138	clinical_body_social_satire	other	fallback:other	0.5	1
1139	comic_deconstruction_and_violence	other	fallback:other	0.5	1
1140	comic_grand_guignol	other	fallback:other	0.5	1
1141	communal_desire_as_epidemic	other	fallback:other	0.5	1
1142	confined_hotel_predation	other	fallback:other	0.5	1
1143	consumer_obedience_commands	other	fallback:other	0.5	1
1144	consumer_paralysis_apocalypse	other	fallback:other	0.5	1
1145	consumer_suburb_burial_ground	other	fallback:other	0.5	1
1146	consumerist_zombie_satire	other	fallback:other	0.5	1
1147	continuous_synth_dread	other	fallback:other	0.5	1
1148	corporate_conspiracy_horror	genre	label_contains:genre_keyword	0.6	1
1149	cosmic_evil_as_material_force	other	fallback:other	0.5	1
1150	cosmic_horror	genre	label_contains:genre_keyword	0.6	1
1151	creator_creation_boundary_collapse	other	fallback:other	0.5	1
1152	crisis_behavior_ensemble	other	fallback:other	0.5	1
1153	crocodile_basement_horror	genre	label_contains:genre_keyword	0.6	1
1154	damaged_body_machine_desire	other	fallback:other	0.5	1
1155	deranged_dark_comedy	genre	label_contains:genre_keyword	0.6	1
1156	desert_class_warfare_horror	genre	label_contains:genre_keyword	0.6	1
1157	displaced_slaughterhouse_labor	other	fallback:other	0.5	1
1158	divorce_custody_body_horror	genre	label_contains:genre_keyword	0.6	1
1159	domestic_space_spectacle	setting	label_contains:setting_keyword	0.55	1
1160	downbeat_social_realism_horror	genre	label_contains:genre_keyword	0.6	1
1161	dream_broadcast_warning	theme	label_contains:theme_keyword	0.55	1
1162	dream_reality_permeability	theme	label_contains:theme_keyword	0.55	1
1163	emotional_distance_eroticism	other	fallback:other	0.5	1
1164	entertainment_technology_philosophy	other	fallback:other	0.5	1
1165	erotic_parasite_collective	other	fallback:other	0.5	1
1166	espionage_action_body_horror	genre	label_contains:genre_keyword	0.6	1
1167	existential_group_distrust	other	fallback:other	0.5	1
1168	faceless_collective_threat	other	fallback:other	0.5	1
1169	failed_adult_authority	other	fallback:other	0.5	1
1170	family_survival_moral_collapse	other	fallback:other	0.5	1
1171	family_trauma_biological_manifestation	other	fallback:other	0.5	1
1172	family_unit_under_media_siege	other	fallback:other	0.5	1
1173	fatal_disease_like_transformation	other	fallback:other	0.5	1
1174	fiction_audience_implication	other	fallback:other	0.5	1
1175	film_within_film_horror	genre	label_contains:genre_keyword	0.6	1
1176	fraternal_psychic_war	other	fallback:other	0.5	1
1177	genre_literate_victims	genre	label_prefix:genre_	0.65	1
1178	government_containment_panic	other	fallback:other	0.5	1
1179	grindhouse_gothic_grotesque	other	fallback:other	0.5	1
1180	guilty_parent_sins_return	other	fallback:other	0.5	1
1181	hallucinated_broadcast_control	other	fallback:other	0.5	1
1182	horror_fandom_as_murder_script	genre	label_contains:genre_keyword	0.6	1
1183	horror_story_social_necessity	genre	label_contains:genre_keyword	0.6	1
1184	humanized_zombie_learning	other	fallback:other	0.5	1
1185	identity_paranoia	theme	label_contains:theme_keyword	0.55	1
1186	ideology_revealing_optics	other	fallback:other	0.5	1
1187	implacable_faceless_evil	other	fallback:other	0.5	1
1188	implied_violence_precision	other	fallback:other	0.5	1
1189	industrial_family_obsolescence	other	fallback:other	0.5	1
1190	influence_person__Q15975__body_reality_instability	other	legacy_relation_text	0.5	1
1191	influence_person__Q905__surreal_dream_logic	theme	label_contains:theme_keyword	0.55	1
1192	influence_work__Q1008351__siege_structure	other	legacy_relation_text	0.5	1
1193	influence_work__Q623051__independent_horror_realism	genre	label_contains:genre_keyword	0.6	1
1194	influence_work__Q753141__rape_revenge_structure	theme	label_contains:theme_keyword	0.55	1
1195	influence_writer__Q169566__antarctic_cosmic_horror	genre	label_contains:genre_keyword	0.6	1
1196	influence_writer__Q169566__cosmic_horror_worldview	genre	label_contains:genre_keyword	0.6	1
1197	influenced_genre__body_horror__mainstream_romantic_tragedy	genre	label_contains:genre_keyword	0.6	1
1198	influenced_genre__meta_horror__fiction_reality_collapse	genre	label_contains:genre_keyword	0.6	1
1199	influenced_genre__meta_slasher__self_aware_rules_and_genuine_scares	other	legacy_relation_text	0.5	1
1200	influenced_genre__modern_zombie_film__flesh_eating_ghoul_template	other	legacy_relation_text	0.5	1
1201	influenced_genre__slasher__suburban_stalker_template	setting	label_contains:setting_keyword	0.55	1
1202	institutional_incompetence_apocalypse	other	fallback:other	0.5	1
1203	isolated_male_group_breakdown	other	fallback:other	0.5	1
1204	lava_lamp_color_nightmare	other	fallback:other	0.5	1
1205	living_dead_behavioral_mirror	other	fallback:other	0.5	1
1206	mass_readership_as_contagion	other	fallback:other	0.5	1
1207	media_body_fusion	other	fallback:other	0.5	1
1208	metafictional_horror	genre	label_contains:genre_keyword	0.6	1
1209	metal_flesh_erotic_interface	style	label_contains:music_style_keyword	0.6	1
1210	military_quarantine_failure	other	fallback:other	0.5	1
1211	military_science_bunker_conflict	other	fallback:other	0.5	1
1212	mind_machine_fusion	other	fallback:other	0.5	1
1213	minimalist_synth_suspense	other	fallback:other	0.5	1
1214	modern_architecture_contamination	other	fallback:other	0.5	1
1215	mortality_and_vulnerability	other	fallback:other	0.5	1
1216	near_zombie_viral_horror	genre	label_contains:genre_keyword	0.6	1
1217	ontological_paranoia	other	fallback:other	0.5	1
1218	operatic_intimate_body_horror	genre	label_contains:genre_keyword	0.6	1
1219	ordinary_human_monsters	other	fallback:other	0.5	1
1220	parental_conflict_monster_children	other	fallback:other	0.5	1
1221	parental_revenge_escalation	theme	label_contains:theme_keyword	0.55	1
1222	percussive_electronic_nightmare_score	style	label_contains:music_style_keyword	0.6	1
1223	perfect_imitation_threat	other	fallback:other	0.5	1
1224	performer_as_fictional_self	other	fallback:other	0.5	1
1225	plastic_reality_surreal_horror	genre	label_contains:genre_keyword	0.6	1
1226	police_prisoner_solidarity	other	fallback:other	0.5	1
1227	post_vietnam_disillusionment	other	fallback:other	0.5	1
1228	practical_effects_metamorphosis	other	fallback:other	0.5	1
1229	production_reality_invasion	other	fallback:other	0.5	1
1230	prophetic_media_paranoia	other	fallback:other	0.5	1
1231	protracted_ugly_violence	other	fallback:other	0.5	1
1232	psychic_mutation	other	fallback:other	0.5	1
1233	psychoplasmic_therapy_horror	genre	label_contains:genre_keyword	0.6	1
1234	quantum_theology	other	fallback:other	0.5	1
1235	racialized_survival_shock	other	fallback:other	0.5	1
1236	rage_made_flesh	other	fallback:other	0.5	1
1237	rape_revenge_horror	genre	label_contains:genre_keyword	0.6	1
1238	reagan_era_greed_critique	other	fallback:other	0.5	1
1239	reagan_era_social_rage	other	fallback:other	0.5	1
1240	relationship_disintegration	other	fallback:other	0.5	1
1241	romantic_body_horror_tragedy	genre	label_contains:genre_keyword	0.6	1
1242	rural_posse_execution_ending	setting	label_contains:setting_keyword	0.55	1
1243	rust_belt_social_decay	other	fallback:other	0.5	1
1244	satirical_biocyber_horror	genre	label_contains:genre_keyword	0.6	1
1245	science_religion_horror_synthesis	genre	label_contains:genre_keyword	0.6	1
1246	scientific_control_of_female_body	other	fallback:other	0.5	1
1247	scientific_empathy_vs_military_control	other	fallback:other	0.5	1
1248	scientific_hubris_intimacy	other	fallback:other	0.5	1
1249	self_identified_vampire_killer	other	fallback:other	0.5	1
1250	self_reference_with_genuine_suspense	other	fallback:other	0.5	1
1251	shopping_mall_false_utopia	other	fallback:other	0.5	1
1252	siege_thriller	genre	label_contains:genre_keyword	0.6	1
1253	slasher_rule_discourse	other	fallback:other	0.5	1
1254	social_outrage_grindhouse	other	fallback:other	0.5	1
1255	stranger_danger_parental_secret	other	fallback:other	0.5	1
1256	suburban_family_feral_double	setting	label_contains:setting_keyword	0.55	1
1257	suburban_media_haunting	setting	label_contains:setting_keyword	0.55	1
1258	suburban_space_as_siege	setting	label_contains:setting_keyword	0.55	1
1259	survivalism_trapped_by_lifestyle	other	fallback:other	0.5	1
1260	suspense_through_spatial_duration	other	fallback:other	0.5	1
1261	tawdry_southern_melodrama	genre	label_contains:genre_keyword	0.6	1
1262	technology_user_mutation	other	fallback:other	0.5	1
1263	televised_state_violence_context	other	fallback:other	0.5	1
1264	television_as_supernatural_force	other	fallback:other	0.5	1
1265	television_reality_breakdown	other	fallback:other	0.5	1
1266	transhuman_identity_conflict	theme	label_contains:theme_keyword	0.55	1
1267	unsafe_suburbia	other	fallback:other	0.5	1
1268	urban_western	genre	label_contains:genre_keyword	0.6	1
1269	vampire_lore_demystification	other	fallback:other	0.5	1
1270	verite_apocalyptic_realism	other	fallback:other	0.5	1
1271	vietnam_newsreel_aesthetic	other	fallback:other	0.5	1
1272	violence_as_moral_corruption	other	fallback:other	0.5	1
1273	warm_color_dark_shadow_contrast	other	fallback:other	0.5	1
1274	working_class_alienation_action	theme	label_contains:theme_keyword	0.55	1
1275	abrasive_bowie_mix	other	fallback:other	0.5	1
1276	acoustic_interlude_contrast	other	fallback:other	0.5	1
1277	adolescent_institutional_revolt	other	fallback:other	0.5	1
1278	american_tour_dislocation	other	fallback:other	0.5	1
1279	androgynous_rock_rebellion	style	label_contains:music_style_keyword	0.6	1
1280	anti_meandering_songcraft	other	fallback:other	0.5	1
1281	anti_professional_primality	other	fallback:other	0.5	1
1282	antiwar_apocalyptic_heaviness	other	fallback:other	0.5	1
1283	apocalyptic_five_year_frame	other	fallback:other	0.5	1
1284	austere_art_rock_production	style	label_contains:music_style_keyword	0.6	1
1285	avant_jazz_piano_glam	style	label_contains:music_style_keyword	0.6	1
1286	band_persona_worldbuilding	other	fallback:other	0.5	1
1287	blues_based_metal_transition	style	label_contains:music_style_keyword	0.6	1
1288	blues_influence_stripped_away	other	fallback:other	0.5	1
1289	blues_transformed_to_menace	other	fallback:other	0.5	1
1290	bluesy_rock_and_roll_counterweight	style	label_contains:music_style_keyword	0.6	1
1291	boredom_and_desire	other	fallback:other	0.5	1
1292	cabaret_pop_art	other	fallback:other	0.5	1
1293	cabaret_violence	other	fallback:other	0.5	1
1294	camp_sloppy_rock	style	label_contains:music_style_keyword	0.6	1
1295	celebrity_money_horror	genre	label_contains:genre_keyword	0.6	1
1296	chaotic_guitar_bass_unison	other	fallback:other	0.5	1
1297	christian_counter_satanism	other	fallback:other	0.5	1
1298	communal_studio_eruption	other	fallback:other	0.5	1
1299	compressed_rock_exuberance	style	label_contains:music_style_keyword	0.6	1
1300	concise_hard_pop	other	fallback:other	0.5	1
1301	concise_heavy_metal_template	style	label_contains:music_style_keyword	0.6	1
1302	constructed_stardom_performance	other	fallback:other	0.5	1
1303	cosmic_folk_spirituality	style	label_contains:music_style_keyword	0.6	1
1304	dangerous_adolescent_fantasy	other	fallback:other	0.5	1
1305	dark_catalog_outlier	other	fallback:other	0.5	1
1306	dark_theatrical_hard_rock	style	label_contains:music_style_keyword	0.6	1
1307	darker_doubt_undertow	other	fallback:other	0.5	1
1308	decadent_superstar_self_satire	other	fallback:other	0.5	1
1309	decadent_urban_glam	setting	label_contains:setting_keyword	0.55	1
1310	distorted_guitar_sensuality	other	fallback:other	0.5	1
1311	domestic_creative_reset	other	fallback:other	0.5	1
1312	doom_metal_ground_zero	style	label_contains:music_style_keyword	0.6	1
1313	double_kick_overdrive	other	fallback:other	0.5	1
1314	down_tuned_low_end	other	fallback:other	0.5	1
1315	erotic_minimalist_glam	other	fallback:other	0.5	1
1316	execution_stage_narrative	other	fallback:other	0.5	1
1317	ezrin_structural_discipline	other	fallback:other	0.5	1
1318	feral_live_room_attack	other	fallback:other	0.5	1
1319	first_generation_punk_mainline	style	label_contains:music_style_keyword	0.6	1
1320	fractured_ziggy_afterimage	other	fallback:other	0.5	1
1321	free_jazz_saxophone_escalation	style	label_contains:music_style_keyword	0.6	1
1322	girl_group_doo_wop_blues_memory	theme	label_contains:theme_keyword	0.55	1
1323	glam_peak_consistency	other	fallback:other	0.5	1
1324	goth_glam_dirge	other	fallback:other	0.5	1
1325	gothic_glam_masterpiece	other	fallback:other	0.5	1
1326	graveyard_western_gothic	genre	label_contains:genre_keyword	0.6	1
1327	hard_rock_art_rock_collision	style	label_contains:music_style_keyword	0.6	1
1328	hard_rock_band_reinvention	style	label_contains:music_style_keyword	0.6	1
1329	heavy_catchy_balance	other	fallback:other	0.5	1
1330	heavy_guitar_bowie	other	fallback:other	0.5	1
1331	heavy_metal_identity_consolidation	style	label_contains:music_style_keyword	0.6	1
1332	heavy_metal_turning_point	style	label_contains:music_style_keyword	0.6	1
1333	high_velocity_proto_punk	style	label_contains:music_style_keyword	0.6	1
1334	horror_atmosphere_riff	genre	label_contains:genre_keyword	0.6	1
1335	influenced_genre__doom_metal__slow_horror_riff_template	genre	label_contains:genre_keyword	0.6	1
1336	influenced_genre__extreme_metal__hyperspeed_punk_metal_template	style	label_contains:music_style_keyword	0.6	1
1337	influenced_genre__extreme_metal__speed_distortion_bridge	style	label_contains:music_style_keyword	0.6	1
1338	influenced_genre__glam_rock__erotic_stomp_template	style	label_contains:music_style_keyword	0.6	1
1339	influenced_genre__grunge__primordial_caveman_blues	other	legacy_relation_text	0.5	1
1340	influenced_genre__hard_rock__raw_aggression	style	label_contains:music_style_keyword	0.6	1
1341	influenced_genre__noise_rock__feral_freeform_attack	style	label_contains:music_style_keyword	0.6	1
1342	influenced_genre__power_metal__high_vocal_fast_riff_template	style	label_contains:music_style_keyword	0.6	1
1343	influenced_genre__punk_rock__high_velocity_attack	style	label_contains:music_style_keyword	0.6	1
1344	influenced_genre__punk_rock__streetwise_camp_template	style	label_contains:music_style_keyword	0.6	1
1345	influenced_genre__speed_metal__double_bass_fast_riff_template	style	label_contains:music_style_keyword	0.6	1
1346	influenced_genre__speed_metal__fast_heavy_template	style	label_contains:music_style_keyword	0.6	1
1347	influenced_genre__stoner_metal__down_tuned_marijuana_riff_template	style	label_contains:music_style_keyword	0.6	1
1348	influenced_genre__stoner_rock__proto_metallic_grind	style	label_contains:music_style_keyword	0.6	1
1349	influenced_genre__traditional_heavy_metal__operatic_twin_guitar_template	style	label_contains:music_style_keyword	0.6	1
1350	juvenile_delinquency_satire	other	fallback:other	0.5	1
1351	lead_bass_centered_attack	other	fallback:other	0.5	1
1352	limousine_penthouse_decadence	other	fallback:other	0.5	1
1353	literary_pop_eclecticism	other	fallback:other	0.5	1
1354	loose_concept_album	other	fallback:other	0.5	1
1355	lower_manhattan_degeneracy_theatre	other	fallback:other	0.5	1
1356	masculine_band_sound_experiment	other	fallback:other	0.5	1
1357	meaty_shadowed_production	other	fallback:other	0.5	1
1358	mental_illness_and_alienation	theme	label_contains:theme_keyword	0.55	1
1359	messianic_pop_star_narrative	other	fallback:other	0.5	1
1360	messy_punk_drumming	style	label_contains:music_style_keyword	0.6	1
1361	minimalist_caveman_blues	other	fallback:other	0.5	1
1362	musical_theatre_rock_concept	style	label_contains:music_style_keyword	0.6	1
1363	nuclear_war_resistance	other	fallback:other	0.5	1
1364	occult_horror_realism	genre	label_contains:genre_keyword	0.6	1
1365	operatic_high_vocals	other	fallback:other	0.5	1
1366	orchestral_psychodrama	genre	label_contains:genre_keyword	0.6	1
1367	over_the_top_ezrin_production	other	fallback:other	0.5	1
1368	paranoid_occult_science_fiction	other	fallback:other	0.5	1
1369	partial_concept_album	other	fallback:other	0.5	1
1370	passionate_operatic_performance	other	fallback:other	0.5	1
1371	piano_led_songwriting	other	fallback:other	0.5	1
1372	polished_band_menace	other	fallback:other	0.5	1
1373	polished_dark_heavy_metal	style	label_contains:music_style_keyword	0.6	1
1374	portrait_gallery_song_cycle	other	fallback:other	0.5	1
1375	post_altamont_hippie_negation	other	fallback:other	0.5	1
1376	power_metal_vocal_riff_seed	style	label_contains:music_style_keyword	0.6	1
1377	pre_glam_identity_transition	theme	label_contains:theme_keyword	0.55	1
1378	pre_stardom_self_mythology	other	fallback:other	0.5	1
1379	progressive_accessibility_bridge	other	fallback:other	0.5	1
1380	progressive_metal_scope	style	label_contains:music_style_keyword	0.6	1
1381	proto_metallic_grind	style	label_contains:music_style_keyword	0.6	1
1382	proto_punk_negative_space	style	label_contains:music_style_keyword	0.6	1
1383	psychedelic_to_hard_rock_breakthrough	style	label_contains:music_style_keyword	0.6	1
1384	punk_appetite_rock_and_roll	style	label_contains:music_style_keyword	0.6	1
1385	punkish_metal_hyperspeed	style	label_contains:music_style_keyword	0.6	1
1386	pure_immediacy_charisma	other	fallback:other	0.5	1
1387	raw_continuity_not_break	other	fallback:other	0.5	1
1388	repetitive_primal_riffs	other	fallback:other	0.5	1
1389	riff_economy	other	fallback:other	0.5	1
1390	school_as_carceral_space	setting	label_contains:setting_keyword	0.55	1
1391	self_destructive_gambling_lyricism	other	fallback:other	0.5	1
1392	shadowless_pop_ecstasy	other	fallback:other	0.5	1
1393	shock_rock_spectacle	style	label_contains:music_style_keyword	0.6	1
1394	shock_theatre_songcraft	other	fallback:other	0.5	1
1395	simple_dirty_grooves	other	fallback:other	0.5	1
1396	sinister_faster_than_sabbath	other	fallback:other	0.5	1
1397	slow_crushing_title_track	other	fallback:other	0.5	1
1398	speed_metal_aggression	style	label_contains:music_style_keyword	0.6	1
1399	speed_metal_double_bass_seed	style	label_contains:music_style_keyword	0.6	1
1400	stoner_metal_seed	style	label_contains:music_style_keyword	0.6	1
1401	streetwalking_nihilism	other	fallback:other	0.5	1
1402	streetwise_brassy_chaos	other	fallback:other	0.5	1
1403	taut_short_form_glam	other	fallback:other	0.5	1
1404	teenage_identity_alienation	theme	label_contains:theme_keyword	0.55	1
1405	theatrical_sequence_design	other	fallback:other	0.5	1
1406	tritone_dread	other	fallback:other	0.5	1
1407	twin_guitar_drama	genre	label_contains:genre_keyword	0.6	1
1408	varied_doom_and_speed	other	fallback:other	0.5	1
1409	voodoo_zombie_metal	style	label_contains:music_style_keyword	0.6	1
1410	war_and_state_violence	other	fallback:other	0.5	1
1411	weak_production_retro_aura	other	fallback:other	0.5	1
1412	a_cappella_industrial_chant	other	fallback:other	0.5	1
1413	acid_critique_poststructuralist_lyrics	other	fallback:other	0.5	1
1414	album_suite_with_solo_interruptions	other	fallback:other	0.5	1
1415	american_dream_noise_subversion	theme	label_contains:theme_keyword	0.55	1
1416	animalistic_electronic_repetition	style	label_contains:music_style_keyword	0.6	1
1417	anti_anthemic_structure	other	fallback:other	0.5	1
1418	apocalyptic_ensemble_theatre	other	fallback:other	0.5	1
1419	audience_wrongfooting	other	fallback:other	0.5	1
1420	avant_garde_rock_laboratory	style	label_contains:music_style_keyword	0.6	1
1421	back_alley_sax_drive	other	fallback:other	0.5	1
1422	beachy_head_false_holiday	other	fallback:other	0.5	1
1423	bleak_consumption_humor	other	fallback:other	0.5	1
1424	bone_crushing_industrial_thrust	other	fallback:other	0.5	1
1425	british_post_punk_root	style	label_contains:music_style_keyword	0.6	1
1426	broken_glass_percussion	other	fallback:other	0.5	1
1427	broken_glass_torch_song	other	fallback:other	0.5	1
1428	bull_market_decadence_attack	other	fallback:other	0.5	1
1429	car_crash_inevitability	other	fallback:other	0.5	1
1430	catchy_inscrutable_grooves	other	fallback:other	0.5	1
1431	cavernous_basement_leather_production	other	fallback:other	0.5	1
1432	cavernous_submission_dynamics	other	fallback:other	0.5	1
1433	chilling_minimalist_restraint	other	fallback:other	0.5	1
1434	churning_dissonance_muscular_rhythm	other	fallback:other	0.5	1
1435	classic_pop_inside_grit	other	fallback:other	0.5	1
1436	collective_improvisation_process	other	fallback:other	0.5	1
1437	confrontational_german_vocal_texture	other	fallback:other	0.5	1
1438	consumer_conditioning_critique	other	fallback:other	0.5	1
1439	contained_stage_danger	other	fallback:other	0.5	1
1440	corrosive_feedback_transcendence	other	fallback:other	0.5	1
1441	crude_velvet_chug	other	fallback:other	0.5	1
1442	curiosity_as_diy_method	other	fallback:other	0.5	1
1443	cycle_of_dread_song_suite	other	fallback:other	0.5	1
1444	damnation_addiction_existentialism	other	fallback:other	0.5	1
1445	darkest_sheffield_electronics	style	label_contains:music_style_keyword	0.6	1
1446	dead_end_job_escape_music	other	fallback:other	0.5	1
1447	deliberate_lo_fi_repulsion	other	fallback:other	0.5	1
1448	dense_martial_sound_barrage	other	fallback:other	0.5	1
1449	detuned_pastoral_synth_dread	other	fallback:other	0.5	1
1450	disco_not_disco_backbeat	other	fallback:other	0.5	1
1451	disjointed_urban_sexuality	setting	label_contains:setting_keyword	0.55	1
1452	disorienting_tape_manipulation	other	fallback:other	0.5	1
1453	doo_wop_under_dark_current	other	fallback:other	0.5	1
1454	duality_of_appearances	other	fallback:other	0.5	1
1455	dystopic_trash_stratum_spirituality	other	fallback:other	0.5	1
1456	electro_industrial_gestation	other	fallback:other	0.5	1
